ID,Gender,EthnicGroup,ParentEduc,,TestPrep,ParentMaritalStatus,PracticeSport,WklyStudyHours,MathScore,MathGrade,ReadingScore,ReadingGrade,WritingScore,WritingGrade,OverallGrade
383,female,group D,master's degree,,completed,divorced,sometimes,10-May,80,B,95,A,99,A,A
384,female,group A,associate's degree,,completed,married,sometimes,10-May,57,E,54,F,60,D,F
385,female,group E,,,completed,married,regularly,< 5,90,A,95,A,90,A,A
386,male,group B,some college,,none,married,regularly,10-May,51,F,52,F,50,F,F
387,female,group C,some college,,completed,married,sometimes,< 5,66,D,74,C,76,C,C
388,male,group B,some college,,none,married,sometimes,10-May,89,B,84,B,85,B,B
389,male,group D,high school,,completed,married,sometimes,10-May,65,D,64,D,61,D,D
390,male,group C,high school,,none,married,sometimes,> 10,61,D,72,C,66,D,D
392,male,group E,some high school,,none,married,sometimes,< 5,62,D,53,F,49,F,F
394,female,group C,high school,,completed,married,never,> 10,47,F,51,F,54,F,F
395,female,group B,master's degree,,none,divorced,sometimes,10-May,81,B,91,A,87,B,B
396,male,group C,associate's degree,,none,married,sometimes,,46,F,50,F,42,F,F
397,male,group C,master's degree,,completed,married,sometimes,> 10,91,A,100,A,97,A,A
398,male,group C,some college,,none,single,never,< 5,74,C,85,B,80,B,C
399,male,group D,master's degree,,none,married,regularly,10-May,66,D,62,D,63,D,D
400,male,group A,,,none,married,never,< 5,53,F,52,F,48,F,F
401,female,group B,bachelor's degree,,none,married,regularly,10-May,70,C,79,C,78,C,C
402,male,,master's degree,,none,married,never,10-May,66,D,67,D,63,D,D
403,female,group D,some college,,none,married,regularly,10-May,73,C,69,D,74,C,C
404,male,group C,some college,,completed,divorced,regularly,10-May,88,B,79,C,79,C,B
405,female,group A,some college,,none,married,sometimes,10-May,65,D,72,C,66,D,D
406,female,group A,associate's degree,,none,married,regularly,10-May,69,D,68,D,74,C,C
407,male,group A,some college,,completed,married,sometimes,,85,B,78,C,81,B,B
408,female,,associate's degree,,none,married,never,,90,A,93,A,90,A,A
409,female,group B,some college,,completed,married,never,10-May,71,C,86,B,94,A,B
410,male,group B,associate's degree,,none,single,regularly,> 10,70,C,57,E,49,F,F
412,female,group C,some high school,,none,single,regularly,< 5,66,D,74,C,66,D,D
414,female,group D,bachelor's degree,,none,divorced,sometimes,< 5,48,F,62,D,62,D,F
415,male,group C,high school,,,divorced,sometimes,10-May,49,F,40,F,44,F,F
416,female,group E,high school,,completed,married,regularly,10-May,92,A,100,A,99,A,A
417,male,group C,high school,,completed,divorced,regularly,10-May,86,B,82,B,77,C,B
418,male,group C,some high school,,none,single,sometimes,10-May,39,F,37,F,32,F,F
419,female,group D,associate's degree,,none,single,sometimes,10-May,64,D,76,C,69,D,D
420,female,group C,high school,,completed,single,sometimes,> 10,90,A,96,A,95,A,A
421,male,group C,master's degree,,none,married,sometimes,10-May,68,D,66,D,64,D,D
422,male,group A,some high school,,none,single,sometimes,10-May,44,F,39,F,31,F,F
423,male,group B,some high school,,completed,married,sometimes,10-May,68,D,73,C,67,D,D
424,female,group B,high school,,none,married,sometimes,< 5,40,F,46,F,50,F,F
425,female,group C,high school,,none,single,regularly,,43,F,60,D,54,F,F
426,male,group B,,,completed,divorced,sometimes,10-May,83,B,85,B,84,B,B
427,female,group D,associate's degree,,none,divorced,regularly,10-May,23,F,35,F,35,F,F
428,female,group C,bachelor's degree,,none,married,regularly,10-May,41,F,57,E,54,F,F
429,male,,bachelor's degree,,none,divorced,regularly,10-May,57,E,61,D,53,F,F
430,female,group D,,,none,single,sometimes,10-May,60,D,73,C,72,C,D
431,male,group B,some college,,none,widowed,sometimes,< 5,65,D,55,E,50,F,F
432,female,group C,some college,,none,single,sometimes,10-May,34,F,46,F,44,F,F
433,male,group E,associate's degree,,completed,married,sometimes,10-May,92,A,80,B,81,B,B
434,female,group B,,,completed,single,never,> 10,80,B,87,B,94,A,B
435,female,group E,high school,,none,married,regularly,> 10,84,B,85,B,87,B,B
436,male,group E,some college,,completed,married,regularly,10-May,96,A,81,B,83,B,B
437,male,group C,bachelor's degree,,,married,never,,72,C,67,D,69,D,D
438,male,group D,associate's degree,,none,married,sometimes,10-May,38,F,30,F,29,F,F
439,male,group B,high school,,none,married,sometimes,> 10,40,F,45,F,40,F,F
440,female,group B,some college,,completed,married,sometimes,< 5,63,D,67,D,81,B,C
441,female,group C,associate's degree,,completed,single,sometimes,10-May,44,F,50,F,54,F,F
442,male,,some high school,,none,divorced,regularly,< 5,83,B,84,B,85,B,B
443,male,group D,some college,,,married,sometimes,< 5,90,A,84,B,85,B,B
444,male,group A,bachelor's degree,,completed,,sometimes,,75,C,80,B,74,C,C
445,female,group C,some high school,,none,single,regularly,< 5,65,D,80,B,80,B,C
446,male,group E,master's degree,,completed,married,regularly,10-May,91,A,83,B,84,B,B
447,male,group B,associate's degree,,none,married,sometimes,< 5,66,D,65,D,57,E,D
448,male,group B,some high school,,none,divorced,regularly,10-May,56,E,58,E,52,F,F
449,male,group C,associate's degree,,,single,sometimes,10-May,70,C,68,D,65,D,D
450,male,group D,,,none,married,sometimes,> 10,55,E,60,D,52,F,F
451,male,group C,some college,,,married,sometimes,< 5,67,D,69,D,63,D,D
452,female,group B,some high school,,completed,single,sometimes,< 5,51,F,68,D,63,D,D
453,male,group B,high school,,completed,single,regularly,10-May,95,A,87,B,90,A,A
454,female,group D,some college,,none,divorced,regularly,10-May,57,E,52,F,54,F,F
455,female,group C,bachelor's degree,,none,single,never,10-May,83,B,98,A,97,A,A
456,male,group B,master's degree,,none,divorced,regularly,< 5,64,D,63,D,62,D,D
457,male,group E,associate's degree,,none,widowed,sometimes,> 10,99,A,82,B,79,C,B
458,female,,some college,,completed,single,regularly,10-May,65,D,82,B,90,A,C
460,male,group E,high school,,completed,married,never,> 10,79,C,73,C,74,C,C
461,female,group B,some high school,,none,single,sometimes,10-May,58,E,72,C,67,D,D
462,male,group B,high school,,none,married,regularly,< 5,79,C,75,C,66,D,C
463,male,group C,,,none,divorced,never,10-May,38,F,41,F,39,F,F
464,male,group E,some college,,completed,married,never,< 5,94,A,88,B,82,B,B
465,male,group E,some high school,,completed,married,sometimes,10-May,71,C,74,C,66,D,C
466,male,group C,bachelor's degree,,,divorced,regularly,> 10,71,C,75,C,79,C,C
467,male,group D,associate's degree,,completed,married,never,10-May,83,B,84,B,82,B,B
468,female,group B,associate's degree,,none,married,,< 5,55,E,49,F,56,E,F
470,male,group B,some high school,,none,single,sometimes,< 5,60,D,66,D,55,E,D
471,male,group B,some high school,,none,married,never,< 5,61,D,53,F,44,F,F
472,male,group C,high school,,none,married,sometimes,10-May,50,F,43,F,47,F,F
473,female,group B,bachelor's degree,,none,,sometimes,< 5,65,D,73,C,72,C,C
474,female,group D,associate's degree,,completed,single,sometimes,< 5,63,D,71,C,81,B,C
475,male,group C,bachelor's degree,,none,married,regularly,10-May,70,C,64,D,64,D,D
476,female,,master's degree,,none,single,sometimes,> 10,53,F,59,E,57,E,F
478,female,group C,some college,,none,married,regularly,10-May,50,F,58,E,55,E,F
479,female,group B,high school,,completed,,sometimes,10-May,45,F,57,E,55,E,F
480,female,group C,associate's degree,,completed,married,never,10-May,75,C,83,B,88,B,B
481,female,group D,some college,,none,married,sometimes,< 5,78,C,81,B,87,B,B
482,male,group C,high school,,none,divorced,sometimes,> 10,63,D,62,D,69,D,D
483,female,group B,bachelor's degree,,completed,married,sometimes,10-May,61,D,81,B,81,B,C
484,female,group A,some high school,,none,divorced,sometimes,10-May,58,E,60,D,59,E,F
486,male,group D,associate's degree,,none,single,regularly,10-May,92,A,77,C,80,B,B
487,male,group D,some college,,completed,divorced,never,< 5,87,B,81,B,75,C,B
488,male,group B,master's degree,,none,married,sometimes,10-May,61,D,49,F,49,F,F
489,female,group C,associate's degree,,none,married,never,10-May,86,B,91,A,85,B,B
490,male,group D,bachelor's degree,,none,married,regularly,10-May,76,C,74,C,68,D,C
491,male,group E,high school,,none,single,never,,97,A,83,B,80,B,B
492,male,,associate's degree,,none,single,never,10-May,48,F,48,F,48,F,F
493,female,group C,associate's degree,,completed,single,sometimes,10-May,84,B,92,A,93,A,B
494,female,group C,some college,,none,divorced,regularly,10-May,78,C,83,B,82,B,B
495,male,group A,some college,,completed,married,sometimes,10-May,66,D,74,C,75,C,C
496,female,,associate's degree,,none,divorced,sometimes,< 5,57,E,58,E,56,E,F
498,female,group A,high school,,none,married,sometimes,< 5,26,F,44,F,39,F,F
499,male,group B,some college,,none,married,regularly,10-May,71,C,69,D,68,D,D
500,female,group C,bachelor's degree,,none,married,sometimes,> 10,88,B,90,A,91,A,B
501,male,group E,bachelor's degree,,completed,single,never,10-May,97,A,95,A,95,A,A
502,female,,master's degree,,none,married,,> 10,92,A,95,A,91,A,A
503,male,group E,high school,,none,married,sometimes,10-May,68,D,54,F,51,F,F
504,female,group C,some college,,completed,married,regularly,> 10,80,B,80,B,81,B,B
505,male,group C,associate's degree,,completed,married,never,10-May,61,D,60,D,55,E,F
506,female,group D,some college,,,divorced,regularly,< 5,67,D,62,D,73,C,D
507,female,,bachelor's degree,,completed,married,never,10-May,69,D,92,A,95,A,B
508,female,group C,some high school,,completed,married,never,,76,C,83,B,84,B,B
510,female,group E,some high school,,completed,married,regularly,10-May,57,E,64,D,68,D,D
511,male,group E,high school,,none,married,regularly,10-May,71,C,64,D,55,E,D
512,male,group C,high school,,none,married,regularly,10-May,65,D,74,C,70,C,D
513,male,group C,some college,,none,single,sometimes,10-May,44,F,47,F,42,F,F
514,male,group E,bachelor's degree,,none,single,sometimes,10-May,78,C,65,D,63,D,D
515,female,group C,associate's degree,,none,single,sometimes,< 5,83,B,77,C,84,B,B
516,male,group C,some high school,,none,married,sometimes,10-May,47,F,41,F,35,F,F
517,male,group D,master's degree,,none,single,regularly,< 5,81,B,76,C,76,C,C
518,female,group D,some college,,,married,regularly,< 5,54,F,66,D,67,D,D
519,female,,some high school,,completed,married,sometimes,10-May,65,D,73,C,80,B,C
520,male,group B,some high school,,none,married,regularly,10-May,53,F,54,F,49,F,F
521,female,,some college,,completed,married,sometimes,10-May,99,A,100,A,100,A,A
522,female,group B,some college,,none,married,regularly,> 10,58,E,69,D,72,C,D
523,male,group D,some high school,,completed,married,sometimes,10-May,83,B,89,B,81,B,B
524,male,group D,some high school,,completed,married,sometimes,,54,F,57,E,59,E,F
525,male,group C,associate's degree,,none,single,sometimes,> 10,76,C,76,C,67,D,C
526,male,group C,some college,,none,single,regularly,< 5,43,F,30,F,31,F,F
527,female,group C,high school,,none,single,regularly,10-May,52,F,55,E,57,E,F
528,female,group D,associate's degree,,completed,single,sometimes,< 5,84,B,87,B,95,A,B
529,male,group C,bachelor's degree,,none,married,regularly,10-May,87,B,85,B,86,B,B
530,male,group C,high school,,none,married,sometimes,10-May,63,D,55,E,55,E,F
532,female,group C,some high school,,none,married,regularly,< 5,80,B,87,B,90,A,B
533,male,group C,associate's degree,,none,divorced,,< 5,64,D,57,E,57,E,F
534,female,group B,some high school,,,divorced,never,10-May,52,F,64,D,61,D,F
535,male,group C,some high school,,completed,married,sometimes,< 5,63,D,62,D,64,D,D
536,female,group E,master's degree,,completed,,regularly,> 10,75,C,88,B,88,B,B
539,female,group D,some high school,,completed,married,sometimes,< 5,38,F,53,F,48,F,F
540,male,group D,high school,,none,married,regularly,10-May,80,B,69,D,71,C,C
541,female,group C,master's degree,,completed,married,regularly,10-May,55,E,72,C,75,C,D
542,male,group D,some college,,completed,,regularly,10-May,84,B,79,C,77,C,B
543,male,group D,some high school,,none,single,sometimes,> 10,71,C,57,E,61,D,D
544,male,group D,some college,,none,,sometimes,10-May,95,A,87,B,88,B,A
545,female,group B,associate's degree,,none,married,sometimes,> 10,73,C,64,D,66,D,D
546,female,group C,some college,,completed,single,never,10-May,77,C,88,B,92,A,B
548,male,group D,associate's degree,,none,married,regularly,< 5,95,A,97,A,95,A,A
549,male,group C,master's degree,,completed,single,regularly,< 5,73,C,69,D,72,C,C
550,male,group B,,,none,married,never,10-May,35,F,36,F,31,F,F
551,female,group E,master's degree,,completed,divorced,sometimes,10-May,95,A,100,A,100,A,A
552,male,group B,some high school,,none,married,regularly,> 10,71,C,59,E,60,D,D
553,male,group C,high school,,none,married,,< 5,86,B,79,C,78,C,B
554,female,group B,,,none,single,regularly,< 5,86,B,92,A,89,B,B
555,male,group D,high school,,none,married,never,10-May,69,D,65,D,65,D,D
556,female,group A,some high school,,none,divorced,sometimes,10-May,31,F,43,F,43,F,F
557,male,group C,some high school,,none,married,sometimes,10-May,70,C,67,D,61,D,D
558,male,group E,high school,,none,married,sometimes,< 5,81,B,69,D,64,D,C
559,female,group C,high school,,completed,married,sometimes,10-May,76,C,93,A,92,A,B
560,male,group B,some high school,,none,married,sometimes,> 10,77,C,62,D,62,D,D
561,female,group D,some college,,completed,married,regularly,10-May,57,E,73,C,70,C,D
562,female,group D,high school,,completed,single,sometimes,> 10,52,F,69,D,72,C,D
563,male,group B,some college,,completed,married,regularly,< 5,88,B,95,A,93,A,A
564,male,group C,high school,,completed,married,regularly,> 10,72,C,57,E,57,E,D
565,female,group E,some college,,none,married,sometimes,10-May,85,B,91,A,83,B,B
566,male,group C,some college,,,single,never,10-May,61,D,60,D,57,E,F
567,female,group C,some high school,,none,single,regularly,10-May,51,F,56,E,58,E,F
568,male,group C,associate's degree,,none,married,regularly,10-May,100,A,89,B,86,B,A
569,male,group A,some college,,completed,married,sometimes,10-May,49,F,59,E,53,F,F
570,female,group E,associate's degree,,completed,married,sometimes,10-May,79,C,82,B,86,B,B
571,male,group C,master's degree,,completed,married,sometimes,10-May,81,B,76,C,73,C,C
572,female,group B,,,none,married,sometimes,10-May,64,D,90,A,80,B,C
573,female,group E,some college,,none,married,sometimes,> 10,79,C,79,C,79,C,C
574,male,group A,some college,,completed,single,regularly,> 10,83,B,75,C,77,C,C
575,female,group E,high school,,none,married,never,10-May,58,E,60,D,59,E,F
576,male,group D,associate's degree,,none,married,sometimes,10-May,65,D,62,D,58,E,D
577,female,group C,some high school,,none,divorced,sometimes,< 5,77,C,82,B,78,C,C
578,female,,associate's degree,,completed,married,sometimes,,52,F,78,C,75,C,D
579,female,group D,some college,,completed,widowed,sometimes,10-May,42,F,58,E,51,F,F
580,male,group D,some college,,completed,single,regularly,10-May,82,B,77,C,85,B,B
581,female,group C,high school,,completed,married,regularly,10-May,49,F,66,D,66,D,D
582,female,group D,high school,,none,divorced,regularly,10-May,41,F,43,F,47,F,F
583,female,group C,some high school,,none,divorced,sometimes,< 5,49,F,62,D,57,E,F
584,male,group E,some college,,none,married,sometimes,> 10,70,C,64,D,57,E,D
585,male,group B,some high school,,none,married,regularly,10-May,65,D,54,F,59,E,F
587,male,group D,some college,,completed,married,regularly,10-May,81,B,69,D,71,C,C
588,female,group D,bachelor's degree,,none,single,regularly,10-May,51,F,58,E,59,E,F
589,female,,associate's degree,,none,married,sometimes,> 10,50,F,59,E,58,E,F
590,female,group A,,,none,married,regularly,,44,F,59,E,52,F,F
592,male,group D,some college,,,married,regularly,10-May,51,F,42,F,39,F,F
593,female,group D,some high school,,none,married,regularly,10-May,74,C,82,B,76,C,C
594,male,group C,bachelor's degree,,none,married,regularly,< 5,53,F,45,F,49,F,F
595,female,group E,some high school,,none,married,sometimes,10-May,37,F,44,F,40,F,F
596,male,group B,some high school,,completed,single,sometimes,10-May,65,D,71,C,61,D,D
597,female,group D,associate's degree,,completed,single,regularly,< 5,87,B,99,A,100,A,A
599,female,group C,some high school,,none,married,regularly,10-May,42,F,44,F,42,F,F
600,female,group C,high school,,none,married,regularly,10-May,63,D,72,C,67,D,D
601,male,group B,some college,,none,single,never,10-May,84,B,84,B,75,C,B
602,male,group B,some college,,completed,married,sometimes,> 10,100,A,95,A,91,A,A
603,female,group B,associate's degree,,none,married,regularly,10-May,40,F,50,F,53,F,F
604,female,group E,high school,,completed,married,never,10-May,78,C,75,C,85,B,C
605,female,group C,some high school,,none,married,sometimes,10-May,48,F,59,E,50,F,F
606,male,group C,,,none,single,sometimes,10-May,88,B,84,B,80,B,B
607,female,group A,some college,,none,married,sometimes,> 10,39,F,58,E,60,D,F
608,female,group C,some college,,none,married,sometimes,10-May,77,C,95,A,87,B,B
610,female,group B,associate's degree,,completed,widowed,regularly,< 5,73,C,72,C,77,C,C
611,male,group D,associate's degree,,,married,sometimes,< 5,69,D,59,E,69,D,D
612,male,group E,some high school,,completed,married,,10-May,92,A,87,B,83,B,B
613,male,group C,some college,,completed,married,sometimes,10-May,38,F,37,F,43,F,F
614,male,group E,,,none,single,never,10-May,79,C,62,D,67,D,D
615,male,group E,high school,,none,married,regularly,10-May,64,D,64,D,59,E,D
616,female,group E,high school,,completed,married,regularly,< 5,73,C,82,B,84,B,C
617,female,group D,high school,,none,single,sometimes,10-May,64,D,72,C,69,D,D
618,male,group B,high school,,none,married,sometimes,10-May,60,D,52,F,57,E,F
619,male,group B,associate's degree,,none,married,regularly,< 5,68,D,61,D,60,D,D
620,female,group A,master's degree,,completed,married,sometimes,> 10,81,B,100,A,100,A,A
621,female,group B,high school,,none,married,regularly,> 10,60,D,62,D,67,D,D
622,male,group E,associate's degree,,none,divorced,regularly,,78,C,75,C,69,D,C
623,female,group B,some high school,,none,married,regularly,10-May,63,D,63,D,63,D,D
624,male,group C,associate's degree,,completed,,sometimes,10-May,59,E,63,D,57,E,F
625,male,group D,master's degree,,completed,divorced,regularly,10-May,73,C,83,B,85,B,B
626,female,group C,associate's degree,,none,married,never,10-May,61,D,79,C,71,C,C
627,female,group D,some college,,none,married,never,10-May,81,B,85,B,88,B,B
628,female,group D,some college,,none,married,sometimes,> 10,70,C,78,C,80,B,C
630,male,group A,master's degree,,none,married,sometimes,< 5,81,B,76,C,74,C,C
631,female,group C,bachelor's degree,,completed,married,sometimes,< 5,54,F,69,D,75,C,D
632,male,group C,high school,,none,married,regularly,< 5,55,E,57,E,52,F,F
633,male,group D,,,none,married,sometimes,10-May,95,A,90,A,91,A,A
634,male,group E,some high school,,none,married,regularly,10-May,89,B,78,C,71,C,C
635,male,group D,some high school,,completed,single,sometimes,> 10,53,F,44,F,57,E,F
636,female,group E,some high school,,none,married,never,10-May,64,D,75,C,74,C,C
637,female,group D,master's degree,,none,married,sometimes,> 10,56,E,61,D,67,D,D
638,female,group C,associate's degree,,none,single,regularly,< 5,68,D,85,B,89,B,B
639,male,group C,some high school,,none,married,,> 10,95,A,76,C,79,C,B
640,female,group B,some college,,none,divorced,regularly,< 5,43,F,62,D,57,E,F
641,male,group D,bachelor's degree,,completed,married,never,< 5,90,A,81,B,85,B,B
642,male,group D,some high school,,completed,widowed,sometimes,10-May,77,C,85,B,80,B,B
643,male,group D,high school,,none,married,regularly,10-May,64,D,57,E,60,D,D
644,male,group A,,,none,married,regularly,10-May,67,D,73,C,67,D,D
645,female,group E,high school,,,married,regularly,10-May,80,B,85,B,90,A,B
646,male,group D,some college,,none,married,regularly,< 5,85,B,80,B,78,C,B
647,female,group C,bachelor's degree,,none,single,regularly,10-May,62,D,73,C,77,C,C
648,male,group D,,,completed,single,never,10-May,62,D,60,D,63,D,D
649,male,group D,some high school,,,divorced,sometimes,10-May,44,F,36,F,31,F,F
650,female,group D,some high school,,none,married,sometimes,10-May,68,D,78,C,77,C,C
651,male,group C,high school,,completed,married,sometimes,10-May,71,C,67,D,61,D,D
652,male,group B,,,,single,never,< 5,66,D,65,D,64,D,D
653,male,,,,none,divorced,never,< 5,34,F,26,F,28,F,F
654,male,group C,some high school,,completed,married,sometimes,10-May,51,F,63,D,55,E,F
656,male,group C,,,none,married,regularly,< 5,60,D,63,D,58,E,D
657,male,group E,high school,,none,married,sometimes,10-May,75,C,80,B,67,D,C
658,male,group B,high school,,none,single,regularly,> 10,61,D,62,D,49,F,F
659,male,,,,none,single,regularly,10-May,62,D,59,E,59,E,D
660,female,group C,associate's degree,,none,,sometimes,> 10,71,C,82,B,75,C,C
661,female,group B,associate's degree,,completed,married,regularly,10-May,44,F,60,D,63,D,F
664,female,group D,high school,,none,single,sometimes,10-May,38,F,56,E,57,E,F
665,male,group D,some college,,completed,single,,> 10,100,A,97,A,97,A,A
666,female,group D,associate's degree,,,married,regularly,< 5,62,D,67,D,71,C,D
667,male,group A,bachelor's degree,,none,single,never,< 5,91,A,87,B,79,C,B
668,male,group A,some college,,none,married,never,10-May,56,E,62,D,61,D,F
669,male,group B,some college,,none,married,regularly,> 10,85,B,81,B,79,C,B
670,male,group D,high school,,completed,married,regularly,10-May,76,C,70,C,74,C,C
671,male,group A,some college,,none,single,regularly,10-May,85,B,74,C,73,C,C
672,male,group C,associate's degree,,completed,married,sometimes,10-May,82,B,67,D,67,D,C
673,male,group C,associate's degree,,none,married,never,10-May,66,D,64,D,58,E,D
674,female,group C,associate's degree,,none,married,regularly,< 5,74,C,82,B,77,C,C
675,male,,associate's degree,,none,divorced,,,63,D,63,D,54,F,D
676,male,group D,bachelor's degree,,none,divorced,sometimes,> 10,100,A,87,B,93,A,A
677,female,group C,some high school,,none,,sometimes,10-May,41,F,54,F,53,F,F
678,male,group E,high school,,completed,married,never,10-May,96,A,98,A,96,A,A
679,female,group B,master's degree,,none,single,regularly,< 5,41,F,49,F,43,F,F
680,male,group D,high school,,none,married,sometimes,,68,D,65,D,65,D,D
681,male,group C,associate's degree,,,single,regularly,< 5,55,E,65,D,62,D,D
682,male,group C,high school,,none,single,never,< 5,59,E,65,D,52,F,F
683,male,group D,associate's degree,,,married,never,,61,D,58,E,59,E,F
684,female,group E,some college,,none,married,sometimes,10-May,66,D,69,D,66,D,D
685,female,group D,some high school,,completed,married,sometimes,> 10,88,B,100,A,100,A,A
686,female,group B,associate's degree,,completed,single,regularly,< 5,64,D,74,C,73,C,C
687,male,group E,bachelor's degree,,none,single,sometimes,> 10,93,A,75,C,74,C,B
688,female,group B,,,,single,sometimes,< 5,48,F,62,D,51,F,F
689,female,group C,,,none,single,regularly,< 5,55,E,63,D,63,D,D
690,male,group A,bachelor's degree,,none,divorced,sometimes,10-May,27,F,32,F,26,F,F
691,female,group A,master's degree,,completed,,regularly,< 5,85,B,82,B,92,A,B
692,male,group C,some college,,none,single,regularly,10-May,86,B,82,B,74,C,B
693,male,group C,some college,,completed,married,sometimes,< 5,89,B,91,A,94,A,A
694,female,group A,associate's degree,,none,married,regularly,10-May,67,D,71,C,66,D,D
695,male,group A,some college,,completed,married,sometimes,10-May,70,C,62,D,56,E,D
696,female,group C,bachelor's degree,,none,single,sometimes,10-May,71,C,80,B,82,B,C
697,male,group D,master's degree,,none,married,sometimes,10-May,100,A,92,A,90,A,A
698,male,,high school,,completed,married,sometimes,10-May,54,F,56,E,54,F,F
699,female,group B,master's degree,,none,married,never,10-May,60,D,74,C,70,C,D
700,male,group D,associate's degree,,completed,single,never,< 5,56,E,65,D,60,D,D
701,female,group C,bachelor's degree,,none,single,sometimes,> 10,70,C,82,B,76,C,C
702,female,group A,bachelor's degree,,completed,single,regularly,10-May,52,F,74,C,72,C,D
703,male,group B,some high school,,none,married,regularly,< 5,41,F,46,F,35,F,F
704,male,group C,some high school,,completed,,sometimes,> 10,43,F,35,F,34,F,F
705,male,group E,some high school,,,single,sometimes,> 10,74,C,64,D,61,D,D
706,female,group D,high school,,none,single,regularly,10-May,57,E,63,D,58,E,F
707,female,group C,bachelor's degree,,none,divorced,sometimes,> 10,61,D,73,C,72,C,D
708,male,group C,associate's degree,,none,divorced,regularly,10-May,30,F,47,F,39,F,F
709,male,group A,some high school,,none,married,regularly,10-May,56,E,56,E,46,F,F
710,female,group D,associate's degree,,none,divorced,regularly,< 5,60,D,69,D,70,C,D
712,female,group B,high school,,completed,married,regularly,< 5,85,B,96,A,92,A,A
713,female,group D,,,completed,married,sometimes,> 10,53,F,64,D,69,D,D
714,female,group B,high school,,completed,single,never,> 10,68,D,88,B,85,B,B
715,male,group D,associate's degree,,completed,married,sometimes,< 5,66,D,73,C,77,C,C
716,female,group A,some college,,none,divorced,sometimes,10-May,62,D,65,D,69,D,D
717,female,group C,high school,,none,married,sometimes,10-May,47,F,57,E,50,F,F
718,male,group C,some college,,none,married,never,10-May,56,E,49,F,45,F,F
719,male,group D,high school,,none,married,regularly,< 5,53,F,34,F,39,F,F
720,female,group B,some college,,none,married,regularly,< 5,63,D,66,D,75,C,D
721,female,group C,,,none,married,sometimes,> 10,69,D,61,D,69,D,D
722,female,group D,some high school,,none,married,regularly,10-May,65,D,78,C,84,B,C
723,male,group B,associate's degree,,none,divorced,regularly,10-May,47,F,36,F,38,F,F
724,male,group D,high school,,none,single,never,10-May,62,D,61,D,56,E,F
725,male,group E,some college,,none,single,sometimes,< 5,85,B,85,B,78,C,B
726,male,group E,high school,,completed,divorced,regularly,> 10,80,B,71,C,76,C,C
727,female,group D,some college,,none,divorced,regularly,> 10,79,C,77,C,81,B,C
728,female,group E,some college,,none,divorced,sometimes,10-May,78,C,77,C,72,C,C
729,female,group D,high school,,none,married,sometimes,10-May,58,E,63,D,62,D,D
730,female,group A,high school,,none,single,sometimes,< 5,50,F,66,D,66,D,D
731,female,group B,associate's degree,,none,divorced,sometimes,< 5,50,F,64,D,60,D,F
732,male,group B,,,none,married,sometimes,10-May,52,F,50,F,49,F,F
733,male,group D,some high school,,completed,single,sometimes,10-May,79,C,77,C,82,B,C
734,female,group E,associate's degree,,completed,single,never,10-May,93,A,89,B,97,A,A
735,female,group C,some high school,,none,married,sometimes,< 5,78,C,80,B,78,C,C
736,female,,some college,,completed,divorced,sometimes,> 10,52,F,64,D,65,D,D
737,female,group B,associate's degree,,none,married,regularly,10-May,66,D,79,C,76,C,C
738,male,group D,some college,,none,married,sometimes,10-May,79,C,78,C,79,C,C
739,female,group E,some high school,,completed,married,never,10-May,79,C,86,B,94,A,B
740,male,,,,none,single,regularly,10-May,39,F,45,F,46,F,F
741,male,group D,high school,,none,divorced,sometimes,10-May,65,D,56,E,52,F,F
742,male,group E,associate's degree,,none,divorced,sometimes,> 10,73,C,57,E,58,E,D
744,male,group B,some high school,,none,married,sometimes,> 10,60,D,54,F,55,E,F
745,female,group D,associate's degree,,none,married,regularly,< 5,71,C,84,B,83,B,C
746,female,group C,high school,,none,divorced,sometimes,< 5,48,F,60,D,54,F,F
747,male,group D,some college,,,divorced,never,10-May,90,A,70,C,75,C,C
748,female,group B,some high school,,completed,married,never,< 5,65,D,73,C,78,C,C
749,female,group E,bachelor's degree,,none,married,sometimes,10-May,79,C,79,C,80,B,C
750,male,group B,some high school,,none,married,regularly,> 10,49,F,46,F,41,F,F
752,male,,master's degree,,none,divorced,sometimes,10-May,69,D,83,B,72,C,C
753,female,group E,associate's degree,,none,married,sometimes,10-May,75,C,72,C,74,C,C
754,female,group B,high school,,none,single,regularly,> 10,56,E,63,D,65,D,D
755,female,group C,some high school,,none,married,sometimes,< 5,46,F,40,F,43,F,F
756,male,group C,some high school,,completed,single,never,> 10,76,C,79,C,77,C,C
757,male,group E,associate's degree,,none,,sometimes,10-May,96,A,82,B,77,C,B
758,male,group C,associate's degree,,none,married,never,,67,D,71,C,74,C,C
759,male,group C,associate's degree,,none,widowed,regularly,< 5,53,F,56,E,51,F,F
760,female,group E,high school,,completed,single,regularly,10-May,80,B,91,A,91,A,B
761,female,group C,associate's degree,,none,single,regularly,> 10,73,C,93,A,83,B,B
762,male,group E,high school,,none,married,regularly,10-May,77,C,64,D,57,E,D
763,male,group B,associate's degree,,none,married,sometimes,< 5,42,F,47,F,43,F,F
764,female,group D,some college,,none,married,sometimes,10-May,90,A,87,B,92,A,B
765,male,group D,some college,,none,single,sometimes,10-May,71,C,64,D,62,D,D
766,male,group A,some high school,,none,,sometimes,> 10,38,F,35,F,34,F,F
768,female,group B,,,completed,single,sometimes,> 10,35,F,41,F,46,F,F
